timestamp,open,high,low,close,volume
2023-04-13 00:00:00+00:00,113.54,114.25,112.36,113.27,221644
2023-04-14 00:00:00+00:00,113.49,114.23,111.96,113.07,175801
2023-04-17 00:00:00+00:00,112.97,113.18,111.45,112.89,172264
2023-04-18 00:00:00+00:00,113.03,113.38,111.59,112.58,136668
2023-04-19 00:00:00+00:00,112.43,113.76,111.76,112.3,184658
2023-04-20 00:00:00+00:00,112.36,112.56,111.02,112.04,195711
2023-04-21 00:00:00+00:00,111.26,112.54,110.64,111.68,247321
2023-04-24 00:00:00+00:00,111.29,112.23,109.82,111.39,209412
2023-04-25 00:00:00+00:00,111.12,111.76,110.28,111.0,191081
2023-04-26 00:00:00+00:00,111.14,111.9,109.56,110.65,236511
2023-04-27 00:00:00+00:00,110.07,111.52,109.84,110.31,163746
2023-04-28 00:00:00+00:00,110.23,111.52,109.2,109.92,240242
2023-05-01 00:00:00+00:00,109.54,110.24,108.2,109.7,155497
2023-05-02 00:00:00+00:00,109.36,110.05,108.37,109.43,119166
2023-05-03 00:00:00+00:00,109.74,110.26,108.47,109.24,162642
2023-05-04 00:00:00+00:00,107.95,109.96,106.53,109.14,119314
2023-05-05 00:00:00+00:00,108.3,110.17,106.99,109.08,117759
2023-05-08 00:00:00+00:00,108.2,109.59,107.58,109.09,232181
2023-05-09 00:00:00+00:00,107.68,109.71,106.77,109.08,219212
2023-05-10 00:00:00+00:00,108.69,110.51,107.86,109.1,133181
2023-05-11 00:00:00+00:00,109.65,109.92,108.18,109.2,225657
2023-05-12 00:00:00+00:00,109.05,110.02,108.41,109.22,110335
2023-05-15 00:00:00+00:00,109.43,110.55,108.79,109.31,142659
2023-05-16 00:00:00+00:00,110.12,110.52,108.08,109.47,205915
2023-05-17 00:00:00+00:00,110.5,110.76,108.31,109.71,145569
2023-05-18 00:00:00+00:00,110.08,110.5,108.78,110.12,209575
2023-05-19 00:00:00+00:00,111.28,112.67,108.99,110.46,231150
2023-05-22 00:00:00+00:00,110.95,111.17,109.73,110.9,109909
2023-05-23 00:00:00+00:00,111.02,111.97,109.82,111.52,103595
2023-05-24 00:00:00+00:00,111.67,112.27,110.48,112.03,241000
2023-05-25 00:00:00+00:00,111.77,113.0,110.95,112.66,178068
2023-05-26 00:00:00+00:00,112.63,114.17,111.84,113.16,175971
2023-05-29 00:00:00+00:00,113.53,114.26,113.02,113.75,169551
2023-05-30 00:00:00+00:00,114.75,115.69,113.23,114.27,165041
2023-05-31 00:00:00+00:00,115.89,116.85,114.28,114.86,203519
2023-06-01 00:00:00+00:00,114.71,116.84,114.18,115.54,186961
2023-06-02 00:00:00+00:00,116.22,116.42,115.02,115.98,124508
2023-06-05 00:00:00+00:00,115.98,117.91,115.25,116.6,193995
2023-06-06 00:00:00+00:00,117.47,118.47,116.7,117.18,200249
2023-06-07 00:00:00+00:00,117.58,118.07,116.32,117.66,117040
2023-06-08 00:00:00+00:00,116.92,119.22,115.6,118.02,156510
2023-06-09 00:00:00+00:00,119.04,120.35,118.06,118.48,218576
2023-06-12 00:00:00+00:00,118.48,119.37,118.27,118.84,192807
2023-06-13 00:00:00+00:00,118.9,120.62,118.27,119.23,120455
2023-06-14 00:00:00+00:00,118.9,120.33,117.66,119.54,106014
2023-06-15 00:00:00+00:00,119.55,120.93,118.26,119.94,187181
2023-06-16 00:00:00+00:00,120.38,121.86,119.74,120.12,169259
2023-06-19 00:00:00+00:00,120.07,120.85,118.86,120.18,244157
2023-06-20 00:00:00+00:00,120.49,121.74,119.94,120.29,178337
2023-06-21 00:00:00+00:00,120.56,121.18,119.64,120.34,239723
2023-06-22 00:00:00+00:00,121.24,122.48,118.95,120.45,132148
2023-06-23 00:00:00+00:00,120.25,121.44,119.8,120.46,167100
2023-06-26 00:00:00+00:00,119.49,120.86,119.09,120.37,120943
2023-06-27 00:00:00+00:00,120.98,121.72,119.59,120.34,186134
2023-06-28 00:00:00+00:00,119.84,120.65,118.83,120.04,128271
2023-06-29 00:00:00+00:00,120.41,120.71,118.33,119.74,173839
2023-06-30 00:00:00+00:00,119.62,119.86,117.91,119.39,151621
2023-07-03 00:00:00+00:00,118.98,119.71,118.69,119.06,127859
2023-07-04 00:00:00+00:00,118.83,119.06,118.24,118.62,114521
2023-07-05 00:00:00+00:00,119.53,119.94,117.13,118.36,176807
2023-07-06 00:00:00+00:00,119.25,120.39,117.45,118.01,242097
2023-07-07 00:00:00+00:00,117.58,118.7,116.19,117.54,129812
2023-07-10 00:00:00+00:00,117.22,118.38,116.07,117.13,160749
2023-07-11 00:00:00+00:00,117.49,118.1,116.5,116.85,133690
2023-07-12 00:00:00+00:00,116.13,117.99,114.84,116.63,221345
2023-07-13 00:00:00+00:00,116.75,117.72,116.12,116.55,162235
2023-07-14 00:00:00+00:00,116.56,116.94,115.81,116.58,246162
2023-07-17 00:00:00+00:00,116.61,117.0,115.5,116.42,136775
2023-07-18 00:00:00+00:00,115.68,117.28,114.83,116.18,112110
2023-07-19 00:00:00+00:00,114.92,116.3,113.83,115.88,187378
2023-07-20 00:00:00+00:00,114.6,116.7,113.55,115.84,197750
2023-07-21 00:00:00+00:00,115.09,117.25,113.6,115.76,248611
2023-07-24 00:00:00+00:00,115.49,115.98,114.0,115.77,230711
2023-07-25 00:00:00+00:00,115.64,116.04,114.77,115.82,232625
2023-07-26 00:00:00+00:00,117.12,118.61,115.64,115.96,195135
2023-07-27 00:00:00+00:00,116.93,117.89,115.12,116.27,153972
2023-07-28 00:00:00+00:00,115.97,116.92,114.5,116.55,164353
2023-07-31 00:00:00+00:00,117.07,118.43,116.24,116.86,120061
2023-08-01 00:00:00+00:00,116.89,118.48,116.09,117.13,164661
2023-08-02 00:00:00+00:00,117.23,118.3,116.48,117.4,154665
2023-08-03 00:00:00+00:00,117.93,118.94,117.55,117.82,105384
2023-08-04 00:00:00+00:00,118.69,119.24,117.24,118.31,130670
2023-08-07 00:00:00+00:00,118.8,119.27,118.14,119.01,180190
2023-08-08 00:00:00+00:00,120.22,121.19,118.36,119.58,155401
2023-08-09 00:00:00+00:00,119.57,120.84,118.29,120.25,249031
2023-08-10 00:00:00+00:00,120.81,121.87,119.54,120.81,171779
2023-08-11 00:00:00+00:00,122.87,124.16,120.57,121.31,243806
2023-08-14 00:00:00+00:00,121.97,122.2,121.22,121.84,199106
2023-08-15 00:00:00+00:00,123.24,124.22,121.21,122.38,106059
2023-08-16 00:00:00+00:00,123.23,123.73,121.93,123.17,130516
2023-08-17 00:00:00+00:00,124.03,125.37,122.85,123.68,205869
2023-08-18 00:00:00+00:00,124.29,124.85,122.93,124.32,181767
2023-08-21 00:00:00+00:00,124.67,125.77,124.28,124.77,145264
2023-08-22 00:00:00+00:00,124.89,126.28,123.55,125.36,178312
2023-08-23 00:00:00+00:00,126.11,126.83,125.53,125.85,235448
2023-08-24 00:00:00+00:00,125.75,127.34,125.35,126.26,158306
2023-08-25 00:00:00+00:00,127.02,128.17,125.73,126.62,106767
2023-08-28 00:00:00+00:00,127.54,128.47,126.6,126.88,146643
2023-08-29 00:00:00+00:00,127.41,128.6,126.92,127.19,240381
2023-08-30 00:00:00+00:00,127.19,128.84,126.99,127.36,214266
2023-08-31 00:00:00+00:00,127.68,128.43,126.64,127.41,225621
2023-09-01 00:00:00+00:00,127.21,128.27,126.01,127.4,236741
2023-09-04 00:00:00+00:00,128.02,128.24,127.21,127.46,117625
2023-09-05 00:00:00+00:00,126.5,128.83,125.45,127.59,142400
2023-09-06 00:00:00+00:00,127.35,128.43,126.08,127.55,108973
2023-09-07 00:00:00+00:00,126.24,128.16,125.82,127.43,100710
2023-09-08 00:00:00+00:00,126.4,127.62,126.01,127.3,225206
2023-09-11 00:00:00+00:00,128.04,129.4,125.91,127.22,240542
2023-09-12 00:00:00+00:00,127.55,128.26,125.74,127.01,123363
2023-09-13 00:00:00+00:00,126.28,127.8,125.38,126.71,208325
2023-09-14 00:00:00+00:00,125.62,126.92,124.35,126.52,180234
2023-09-15 00:00:00+00:00,124.47,127.7,124.15,126.25,110383
2023-09-18 00:00:00+00:00,125.74,126.5,125.03,126.06,237361
2023-09-19 00:00:00+00:00,127.2,127.66,124.59,125.75,230685
2023-09-20 00:00:00+00:00,125.57,126.89,124.78,125.31,185117
2023-09-21 00:00:00+00:00,124.53,126.25,123.35,124.86,206183
2023-09-22 00:00:00+00:00,124.98,125.45,123.84,124.7,159584
2023-09-25 00:00:00+00:00,123.62,125.37,122.45,124.56,218925
2023-09-26 00:00:00+00:00,124.1,125.43,123.29,124.28,166752
2023-09-27 00:00:00+00:00,124.06,125.41,123.33,124.0,248376
2023-09-28 00:00:00+00:00,123.88,124.63,123.4,123.93,109467
2023-09-29 00:00:00+00:00,124.15,125.02,123.2,123.67,125822
2023-10-02 00:00:00+00:00,123.68,124.85,122.3,123.48,245312
2023-10-03 00:00:00+00:00,123.87,125.02,123.11,123.47,143317
2023-10-04 00:00:00+00:00,123.0,124.63,122.69,123.41,146598
2023-10-05 00:00:00+00:00,123.99,124.93,123.02,123.45,218691
2023-10-06 00:00:00+00:00,124.51,124.84,123.1,123.53,128404
2023-10-09 00:00:00+00:00,123.12,125.08,121.85,123.71,177030
2023-10-10 00:00:00+00:00,123.5,125.36,122.79,124.04,142907
2023-10-11 00:00:00+00:00,125.1,126.34,122.82,124.3,129690
2023-10-12 00:00:00+00:00,124.56,125.0,124.18,124.67,244655
2023-10-13 00:00:00+00:00,125.69,126.16,123.8,124.85,129984
2023-10-16 00:00:00+00:00,124.99,126.42,124.21,125.26,114142
2023-10-17 00:00:00+00:00,126.51,126.74,124.92,125.63,201090
2023-10-18 00:00:00+00:00,126.1,127.57,124.68,126.02,230095
2023-10-19 00:00:00+00:00,126.62,127.31,125.0,126.47,119124
2023-10-20 00:00:00+00:00,127.93,129.07,125.66,126.99,206176
2023-10-23 00:00:00+00:00,127.44,129.01,126.99,127.66,181118
2023-10-24 00:00:00+00:00,127.57,128.85,127.08,128.14,224502
2023-10-25 00:00:00+00:00,128.48,129.36,127.43,128.75,119043
2023-10-26 00:00:00+00:00,129.59,130.58,128.74,129.32,246384
2023-10-27 00:00:00+00:00,128.96,130.86,127.81,129.9,192866
2023-10-30 00:00:00+00:00,130.98,131.71,129.66,130.59,226323
2023-10-31 00:00:00+00:00,130.91,132.21,129.99,131.23,154294
2023-11-01 00:00:00+00:00,132.6,134.02,130.64,131.91,241507
2023-11-02 00:00:00+00:00,131.0,133.25,129.88,132.44,193954
2023-11-03 00:00:00+00:00,132.41,133.34,132.18,132.88,119040
2023-11-06 00:00:00+00:00,132.32,134.02,132.05,133.33,238435
2023-11-07 00:00:00+00:00,133.28,134.49,132.3,133.78,219368
2023-11-08 00:00:00+00:00,134.32,134.69,133.34,134.17,145030
2023-11-09 00:00:00+00:00,134.29,134.81,133.76,134.4,181851
2023-11-10 00:00:00+00:00,134.53,135.78,133.79,134.69,158209
2023-11-13 00:00:00+00:00,134.83,135.57,133.65,134.93,181524
2023-11-14 00:00:00+00:00,135.44,136.89,134.05,135.32,244806
2023-11-15 00:00:00+00:00,135.0,136.12,134.07,135.6,234838
2023-11-16 00:00:00+00:00,136.01,136.33,134.88,135.58,132331
2023-11-17 00:00:00+00:00,135.95,137.13,135.0,135.56,245770
2023-11-20 00:00:00+00:00,135.6,136.95,134.5,135.37,165691
2023-11-21 00:00:00+00:00,135.55,136.12,134.61,135.22,205725
2023-11-22 00:00:00+00:00,135.28,135.74,134.17,135.1,214633
2023-11-23 00:00:00+00:00,136.24,136.68,133.94,135.02,172440
2023-11-24 00:00:00+00:00,134.68,135.61,134.39,134.73,168498
2023-11-27 00:00:00+00:00,134.23,135.22,134.03,134.41,168460
2023-11-28 00:00:00+00:00,133.48,134.47,133.0,133.93,229382
2023-11-29 00:00:00+00:00,132.99,133.87,131.63,133.61,157951
2023-11-30 00:00:00+00:00,132.45,134.02,131.41,133.19,141988
2023-12-01 00:00:00+00:00,132.28,134.26,131.86,132.82,154239
2023-12-04 00:00:00+00:00,132.37,133.46,131.01,132.41,129232
2023-12-05 00:00:00+00:00,132.27,133.12,131.26,132.07,158726
2023-12-06 00:00:00+00:00,131.63,131.97,130.78,131.6,117111
2023-12-07 00:00:00+00:00,130.71,131.7,129.3,131.17,113462
2023-12-08 00:00:00+00:00,131.63,132.21,130.81,131.09,208577
2023-12-11 00:00:00+00:00,131.17,132.37,130.25,130.73,111615
2023-12-12 00:00:00+00:00,130.33,131.76,129.37,130.42,185230
2023-12-13 00:00:00+00:00,130.03,131.79,129.57,130.42,216980
2023-12-14 00:00:00+00:00,130.89,132.37,129.47,130.56,208672
2023-12-15 00:00:00+00:00,130.49,131.97,129.9,130.38,166910
2023-12-18 00:00:00+00:00,129.45,131.76,129.12,130.32,129044
2023-12-19 00:00:00+00:00,130.34,130.67,129.87,130.38,239602
2023-12-20 00:00:00+00:00,130.77,131.15,129.87,130.62,225274
2023-12-21 00:00:00+00:00,130.13,131.26,129.7,130.67,191833
2023-12-22 00:00:00+00:00,130.95,131.87,130.46,130.84,113014
2023-12-25 00:00:00+00:00,130.28,131.48,128.97,131.16,105276
2023-12-26 00:00:00+00:00,132.3,133.6,130.88,131.5,147283
2023-12-27 00:00:00+00:00,132.57,133.57,131.15,131.82,123628
2023-12-28 00:00:00+00:00,132.06,133.11,131.79,132.21,229053
2023-12-29 00:00:00+00:00,132.75,133.17,131.87,132.53,130872
2024-01-01 00:00:00+00:00,131.55,133.53,131.01,133.0,142397
2024-01-02 00:00:00+00:00,132.8,133.91,131.81,133.5,246360
2024-01-03 00:00:00+00:00,133.89,135.38,133.43,134.07,222738
2024-01-04 00:00:00+00:00,133.96,135.56,132.6,134.6,132805
2024-01-05 00:00:00+00:00,135.67,136.82,133.83,135.24,157531
2024-01-08 00:00:00+00:00,137.13,137.72,135.61,135.94,177363
2024-01-09 00:00:00+00:00,135.86,137.25,135.52,136.56,199640
2024-01-10 00:00:00+00:00,136.7,137.93,136.35,137.21,240426
2024-01-11 00:00:00+00:00,137.96,139.14,136.81,137.82,230668
2024-01-12 00:00:00+00:00,139.37,140.58,138.05,138.41,246578
2024-01-15 00:00:00+00:00,138.18,139.38,136.87,138.91,106096
2024-01-16 00:00:00+00:00,139.63,141.06,138.3,139.48,135454
2024-01-17 00:00:00+00:00,141.08,141.43,138.72,139.99,184450
2024-01-18 00:00:00+00:00,139.66,142.01,138.77,140.65,107367
2024-01-19 00:00:00+00:00,140.45,141.55,138.96,141.22,153301
2024-01-22 00:00:00+00:00,141.39,142.19,141.13,141.64,123040
2024-01-23 00:00:00+00:00,141.6,143.21,140.88,141.91,239937
2024-01-24 00:00:00+00:00,142.58,143.02,141.48,142.1,109499
2024-01-25 00:00:00+00:00,142.58,143.32,141.0,142.44,122260
2024-01-26 00:00:00+00:00,141.57,143.42,140.62,142.64,129268
2024-01-29 00:00:00+00:00,143.11,143.63,141.55,142.8,122289
2024-01-30 00:00:00+00:00,142.36,143.83,141.94,142.71,185285
2024-01-31 00:00:00+00:00,143.56,144.87,141.33,142.8,154652
2024-02-01 00:00:00+00:00,142.42,144.14,141.57,142.8,236867
2024-02-02 00:00:00+00:00,142.22,143.25,141.38,142.61,139122
2024-02-05 00:00:00+00:00,142.75,143.64,140.96,142.42,180582
2024-02-06 00:00:00+00:00,142.72,143.25,141.57,142.27,199013
2024-02-07 00:00:00+00:00,142.32,142.84,141.33,142.05,193898
2024-02-08 00:00:00+00:00,140.76,142.18,139.8,141.77,219457
2024-02-09 00:00:00+00:00,141.8,143.22,141.11,141.48,130280
2024-02-12 00:00:00+00:00,140.53,142.51,139.91,141.15,176118
2024-02-13 00:00:00+00:00,140.99,142.2,140.4,140.85,220087
2024-02-14 00:00:00+00:00,139.8,141.52,139.46,140.65,229452
2024-02-15 00:00:00+00:00,140.36,141.19,138.76,140.09,192668
2024-02-16 00:00:00+00:00,139.26,140.63,138.29,139.74,197783
2024-02-19 00:00:00+00:00,138.67,140.34,138.0,139.44,229620
2024-02-20 00:00:00+00:00,139.59,140.36,138.43,139.16,193730
2024-02-21 00:00:00+00:00,139.0,139.37,138.09,138.85,242326
2024-02-22 00:00:00+00:00,138.08,138.81,137.06,138.45,119139
2024-02-23 00:00:00+00:00,139.13,140.57,136.86,138.26,152185
2024-02-26 00:00:00+00:00,137.98,139.07,136.57,138.24,116827
2024-02-27 00:00:00+00:00,137.99,139.43,137.26,137.97,113586
2024-02-28 00:00:00+00:00,138.13,138.54,137.34,137.97,170791
2024-02-29 00:00:00+00:00,137.53,138.82,136.74,137.9,133889
2024-03-01 00:00:00+00:00,138.2,138.67,136.98,137.92,161073
2024-03-04 00:00:00+00:00,137.58,138.42,136.77,137.9,165676
2024-03-05 00:00:00+00:00,137.75,138.23,136.69,137.99,193138
2024-03-06 00:00:00+00:00,139.11,139.47,137.38,138.3,241854
2024-03-07 00:00:00+00:00,137.97,139.98,137.35,138.59,227408
2024-03-08 00:00:00+00:00,137.59,139.66,136.94,139.04,156746
2024-03-11 00:00:00+00:00,140.46,141.45,138.8,139.49,148837
2024-03-12 00:00:00+00:00,141.45,142.26,139.6,139.93,215615
2024-03-13 00:00:00+00:00,140.28,141.24,139.86,140.52,118547
2024-03-14 00:00:00+00:00,139.88,141.93,138.74,141.04,181071
2024-03-15 00:00:00+00:00,141.45,142.08,140.74,141.63,163452
2024-03-18 00:00:00+00:00,141.98,143.64,141.51,142.16,127421
2024-03-19 00:00:00+00:00,142.62,144.0,141.69,142.74,192467
2024-03-20 00:00:00+00:00,142.6,144.43,141.42,143.27,148110
2024-03-21 00:00:00+00:00,144.31,145.12,143.43,143.96,127839
2024-03-22 00:00:00+00:00,144.78,145.18,143.19,144.47,197978
